index,Hotel_Name,city,lat,lng,avg_rating,review_count,dataset_total_reviews,noise_sentiment,location_sentiment,cleanliness_sentiment,staff_sentiment,value_sentiment,quiet_positive_rate,quiet_negative_rate,crowded_positive_rate,crowded_negative_rate,quiet_net,crowded_net,city_center_lat,city_center_lng,distance_from_center_km,distance_percentile_within_city,distance_from_center_pct,distance_sweet_spot,centrality_score,log_review_count,hidden_score_base,city_hidden_percentile
412,H tel Du Jeu De Paume,Paris,48.8520377,2.3557092,0.8307254623044096,0.019522776572668113,0.016178504841522823,0.549755787482457,0.420909944797884,0.1309537419818601,0.44130123593376114,0.28868459489646875,0.7017543859649122,0.0,0.0,0.0,0.7665903890160183,0.5,48.8535,2.3484,0.55895665677716,0.030837004405286344,3.1,0.06167400881057272,0.9691629955947136,0.016049027465608594,0.4601884667230666,0.8832599118942731
413,H tel Duc De St Simon,Paris,48.8560685,2.3236846,0.8519388954171565,0.02386117136659436,0.020208095266734828,0.26957053177002027,0.2454969989976353,0.21614841126324272,0.3653671346251517,0.45444812605296286,0.21739130434782608,0.0,0.0,0.13043478260869565,0.387523629489603,0.43478260869565216,48.8535,2.3484,1.8306661592777351,0.23348017621145375,23.3,0.46696035242290757,0.7665198237885462,0.020006621455343418,0.43223849598726594,0.7400881057268722
414,H tel Duo,Paris,48.8581186,2.3529369,0.7594260927594263,0.04772234273318872,0.050520238166837074,0.2747354368744743,0.46423450914451814,0.21596008878159395,0.3731170704264768,0.3313083407318307,0.18518518518518517,0.0,0.06666666666666667,0.0,0.36231884057971014,0.5333333333333333,48.8535,2.3484,0.6114930302915081,0.039647577092511016,4.0,0.07929515418502198,0.960352422907489,0.049285506388013434,0.4207529550647201,0.6784140969162996
415,H tel Elysees Mermoz,Paris,48.8715079,2.3122259,0.7015015015015016,0.020607375271149673,0.03133457629157395,0.1925133689839572,0.44793300216532916,0.20830638508321092,0.4901220833211348,0.23816479078958672,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,3.3184175687418778,0.6189427312775331,61.9,0.7621145374449338,0.3810572687224669,0.030853668677488292,0.4015331534711152,0.5726872246696035
416,H tel Etoile Saint Honor by Happyculture,Paris,48.8756508,2.3041568,0.6223223223223224,0.03145336225596529,0.04324291814518554,0.25180093288791316,0.43582708744007936,0.23823370377770314,0.482045180473614,0.3560122576395452,0.11111111111111112,0.0,0.0,0.0,0.30434782608695654,0.5,48.8535,2.3484,4.066996722669849,0.7841409691629956,78.4,0.43171806167400884,0.21585903083700442,0.04233405220402164,0.396985854520947,0.5418502202643172
417,H tel Exquis by Elegancia,Paris,48.8536854,2.3805796,0.8714714714714717,0.0368763557483731,0.052745534371804896,0.2994325002728364,0.2861421793310215,0.35394356432119506,0.4528298294595101,0.3257392552555367,0.14285714285714288,0.0,0.08571428571428572,0.0,0.32919254658385094,0.5428571428571428,48.8535,2.3484,2.3544989826928138,0.40308370044052866,40.3,0.8061674008810573,0.5969162995594713,0.05140154618132833,0.47101876668542025,0.9251101321585903
418,H tel F licien by Elegancia,Paris,48.8493082,2.2743626,0.6163663663663663,0.011930585683297181,0.024357971973296446,0.29067990832696716,0.18293385880654645,0.26717382753011243,0.4290809393992102,0.3538485382983849,0.1388888888888889,0.0,0.0,0.0,0.32608695652173914,0.5,48.8535,2.3484,5.437171638724706,0.9779735682819384,97.8,0.044052863436123246,0.022026431718061623,0.024066047532935973,0.37089105311585135,0.3964757709251101
419,H tel Fabric,Paris,48.8629329,2.3723823,0.9004267425320058,0.019522776572668113,0.018103085343116616,0.29564553093964857,0.2466281786958335,0.2532276167521528,0.42089224076887866,0.4004781263236276,0.17543859649122806,0.0,0.0,0.15789473684210525,0.3546910755148741,0.42105263157894735,48.8535,2.3484,2.0441187364867734,0.29955947136563876,30.0,0.5991189427312775,0.7004405286343612,0.0179411756176465,0.45672938936067986,0.8722466960352423
420,H tel France d Antin Op ra,Paris,48.8692566,2.3339369,0.7582582582582582,0.009761388286334056,0.007818608287724786,0.3941940412528648,0.532192077442364,0.14139357803836633,0.6346751763913694,0.3897242031102328,0.16666666666666669,0.0,0.0,0.0,0.34782608695652173,0.5,48.8535,2.3484,2.046730452159857,0.3039647577092511,30.4,0.6079295154185022,0.696035242290749,0.007788201360344698,0.4751094127544667,0.9427312775330396
421,H tel Gustave,Paris,48.8502052,2.289043,0.7228339450561676,0.028199566160520606,0.035003307872737116,0.24717765894236482,0.41042232340529794,0.3504143197233715,0.276342900267718,0.4270631200550724,0.06172839506172839,0.0,0.0,0.0,0.26570048309178745,0.5,48.8535,2.3484,4.358409675426921,0.8436123348017621,84.4,0.31277533039647576,0.15638766519823788,0.03440462272453155,0.4176098456195606,0.6651982378854625
422,H tel Hor,Paris,48.8793427,2.3577745,0.8020851039718966,0.05639913232104121,0.06296986828652192,0.19533177375113464,0.3632077367596218,0.31177739048752806,0.4643379636355468,0.5073301412171866,0.06289308176100629,0.0,0.169811320754717,0.169811320754717,0.2666119770303527,0.5,48.8535,2.3484,2.9542576673790117,0.5440528634361234,54.4,0.9118942731277533,0.45594713656387664,0.0610667530375703,0.4520858957932101,0.8392070484581498
423,H tel Horset Op ra Best Western Premier Collection,Paris,48.8691686,2.3337818,0.7512512512512513,0.044468546637744036,0.05400854032597582,0.4322595153763985,0.4012465091624434,0.2521233515735859,0.39841076353943417,0.38222642265944956,0.35714285714285715,0.2857142857142857,0.0,0.0,0.40372670807453415,0.5,48.8535,2.3484,2.0442731241635483,0.30176211453744495,30.2,0.6035242290748899,0.698237885462555,0.052600552862411415,0.44189870971903694,0.7775330396475771
424,H tel Jos phine by Happyculture,Paris,48.8823141,2.3316688,0.5095095095095097,0.021691973969631236,0.021170385517531726,0.24870675542944454,0.36362658850087204,0.1186565737742543,0.3937170693970179,0.1452587564796517,0.07936507936507936,0.0,0.0,0.2857142857142857,0.2795031055900621,0.35714285714285715,48.8535,2.3484,3.42974364913256,0.6365638766519823,63.7,0.7268722466960353,0.36343612334801767,0.0209494062756324,0.29013492477004466,0.07709251101321586
425,H tel Juliana Paris,Paris,48.8619373,2.3040298,0.7347641759406467,0.03579175704989154,0.032116437120346425,0.24616905585763715,0.47259998747359666,0.1470856704192541,0.30620621497506617,0.35886749922926464,0.09803921568627451,0.0,0.0,0.0,0.29411764705882354,0.5,48.8535,2.3484,3.3789213126306765,0.6299559471365639,63.0,0.7400881057268722,0.3700440528634361,0.031611487361923665,0.39460611547929575,0.5110132158590308
426,H tel Keppler,Paris,48.8699103,2.2973386,0.8910021132243353,0.028199566160520606,0.01774222649906778,0.3010871015072696,0.3443008439594861,0.2253906400810425,0.3364368310889767,0.3170006332477335,0.30864197530864196,0.0,0.0,0.1111111111111111,0.45893719806763283,0.4444444444444444,48.8535,2.3484,4.157165461268031,0.8127753303964758,81.3,0.3744493392070485,0.18722466960352424,0.017586670444066768,0.44137872343649354,0.775330396475771
427,H tel L Echiquier Op ra Paris MGallery by Sofitel,Paris,48.8719889,2.3492913,0.8133333333333335,0.026030368763557483,0.03746917664040416,0.4555244907880508,0.3283084943949751,0.3482594109258189,0.5189179306606482,0.5072290392541273,0.26666666666666666,0.0,0.0,0.12,0.4260869565217391,0.44,48.8535,2.3484,2.056905488116688,0.31277533039647576,31.3,0.6255506607929515,0.6872246696035242,0.03678426341912639,0.495343590510729,0.9669603524229075
428,H tel La Comtesse by Elegancia,Paris,48.853865,2.3072019,0.7561561561561563,0.015184381778741865,0.019245805015937933,0.32113706726709823,0.3510796481869828,0.3227820055885714,0.33497842008188206,0.16710026634590597,0.22222222222222224,0.0,0.0,0.0,0.3913043478260869,0.5,48.8535,2.3484,3.0145118089442464,0.5616740088105727,56.2,0.8766519823788546,0.4383259911894273,0.01906294695299237,0.40848946152976395,0.6057268722466961
429,H tel La Parizienne by Elegancia,Paris,48.8450894,2.3209503,0.6966966966966968,0.014099783080260305,0.037830035484452997,0.11393648368438283,0.3428479658017296,0.20541194244640565,0.47927969357690936,0.6046605760326871,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,2.2155767942469873,0.3568281938325991,35.7,0.7136563876651982,0.6431718061674009,0.03713202902861288,0.4160006555129556,0.6497797356828194
430,H tel Lancaster Paris Champs Elys es,Paris,48.8723438,2.3033378,0.8885885885885889,0.009761388286334056,0.012690202682384074,0.1925133689839572,0.3615658920114404,0.298574958058788,0.7221535849167082,0.6473752040553312,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,3.9059337768759472,0.7577092511013216,75.8,0.4845814977973568,0.2422907488986784,0.012610356857229872,0.5392007866851125,0.9933920704845814
431,H tel Le Bellechasse Saint Germain,Paris,48.8597024,2.3239701,0.7503753753753755,0.016268980477223426,0.015877789138148794,0.2881851604278075,0.26308564726361816,0.09407621682807193,0.440948231694821,0.6537603459632844,0.20833333333333334,0.0,0.0,0.0,0.3804347826086957,0.5,48.8535,2.3484,1.9157463139304964,0.2577092511013216,25.8,0.5154185022026432,0.7422907488986784,0.015753055639965614,0.42508174247451935,0.7048458149779736
432,H tel Le M,Paris,48.8397623,2.3235324,0.613584172407702,0.03579175704989154,0.06597702532026223,0.3015885498584461,0.36361327326173687,0.17136323704023132,0.4164770447378957,0.43573515972713905,0.3431372549019608,0.0,0.0,0.08823529411764705,0.48593350383631717,0.45588235294117646,48.8535,2.3484,2.375855520052961,0.4052863436123348,40.5,0.8105726872246696,0.5947136563876652,0.06389177327900068,0.37473863890392944,0.4185022026431718
433,H tel Le Marianne,Paris,48.8725794,2.3075779,0.7582582582582582,0.014099783080260305,0.010224333914717026,0.2134672050638437,0.2832199719780919,0.24807240961055957,0.38531988841442255,0.3319872841309391,0.11904761904761904,0.0,0.0,0.0,0.3105590062111801,0.5,48.8535,2.3484,3.663074342144853,0.7026431718061674,70.3,0.5947136563876652,0.2973568281938326,0.010172418976623552,0.4048451473496811,0.5814977973568282
434,H tel Le Relais Saint Germain,Paris,48.8519208,2.338878,0.9859859859859863,0.00542299349240781,0.0038491610031875867,0.1925133689839572,0.31567443637753145,0.047385575633807915,0.4875037815577091,0.28868459489646875,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,0.7184750027410354,0.05066079295154185,5.1,0.10132158590308371,0.9493392070484582,0.0038417719380380556,0.4555243508034173,0.8634361233480177
435,H tel Le Royal Monceau Raffles Paris,Paris,48.8756359,2.3004967,0.8918918918918917,0.0065075921908893716,0.004570878691285259,0.39059260067663426,0.10982040504394344,0.14407952096421087,0.31355212694323276,0.27785892258785116,0.23809523809523808,0.0,0.0,0.0,0.40372670807453415,0.5,48.8535,2.3484,4.282162788294069,0.8370044052863436,83.7,0.32599118942731287,0.16299559471365643,0.004560463949568163,0.41381148438704857,0.6299559471365639
436,H tel Le Walt,Paris,48.8547161,2.306642,0.9027777777777779,0.007592190889370933,0.012870632104408492,0.28283074593473756,0.6583916405053933,0.30113125596170864,0.7032851869998227,0.8719843191164256,0.20833333333333334,0.0,0.375,0.0,0.3804347826086957,0.6875,48.8535,2.3484,3.0581685045894496,0.5704845814977973,57.0,0.8590308370044053,0.42951541850220265,0.012788509415674873,0.602177044862435,1.0
437,H tel Les Dames du Panth on,Paris,48.845743,2.34493,0.7911911911911911,0.015184381778741865,0.011487339868887954,0.31370506244455826,0.3320641750584433,0.28599013630765313,0.23292501040546837,0.22028384194205997,0.22222222222222224,0.0,0.2,0.2,0.3913043478260869,0.5,48.8535,2.3484,0.8991326599663046,0.0881057268722467,8.8,0.17621145374449343,0.9118942731277533,0.011421861352463853,0.39122884424120846,0.5
438,H tel Madison by MH,Paris,48.8531641,2.3344097,0.7234076181444604,0.019522776572668113,0.026162266193540628,0.27351836776467875,0.39143616849467255,0.1964789689210374,0.48596692475345704,0.6708406113581997,0.17543859649122806,0.0,0.0,0.15789473684210525,0.3546910755148741,0.42105263157894735,48.8535,2.3484,1.0242817618187505,0.10792951541850221,10.8,0.21585903083700442,0.8920704845814977,0.025825888428260637,0.4437826529927491,0.7929515418502202
439,H tel Mansart Esprit de France,Paris,48.8684776,2.3298238,0.7469691914136358,0.028199566160520606,0.03416130390328983,0.1925133689839572,0.32575420918307174,0.225203839935171,0.32333484053482886,0.8093920079256736,0.06172839506172839,0.0,0.0,0.1111111111111111,0.26570048309178745,0.4444444444444444,48.8535,2.3484,2.149495609276036,0.3370044052863436,33.7,0.6740088105726872,0.6629955947136563,0.033590763825987156,0.4319024243570061,0.73568281938326
440,H tel Mathis Elys es,Paris,48.8700325,2.3112736,0.7108189270351435,0.039045553145336226,0.03662717267095688,0.24281260415714195,0.4462970620601495,0.24549282126732141,0.39836296465684295,0.2400871874537997,0.0900900900900901,0.0,0.0,0.08108108108108109,0.2878965922444183,0.45945945945945943,48.8535,2.3484,3.2795653226327883,0.6101321585903083,61.0,0.7797356828193833,0.38986784140969166,0.0359723396953492,0.3968910603274553,0.5374449339207048
441,H tel Mayfair Paris,Paris,48.8661363,2.3260648,0.7936117936117937,0.010845986984815618,0.00835989655379804,0.220848670046531,0.2352487812785864,0.1881127065060863,0.21639647935868336,0.41728045989580487,0.30303030303030304,0.0,0.0,0.0,0.4545454545454546,0.5,48.8535,2.3484,2.1550072733072043,0.3392070484581498,33.9,0.6784140969162996,0.6607929515418502,0.008325146157423259,0.38568144977747465,0.460352422907489
442,H tel Moli re,Paris,48.8655293,2.3360102,0.8633633633633633,0.024945770065075923,0.03223672340169604,0.3465022372585398,0.4529734366818099,0.1696246242958201,0.5398809161416845,0.3451854576567288,0.2777777777777778,0.0,0.0,0.0,0.43478260869565216,0.5,48.8535,2.3484,1.6157676960608627,0.17841409691629956,17.8,0.3568281938325991,0.8215859030837005,0.031728023896259026,0.47831455203952955,0.9493392070484582
443,H tel Monna Lisa Champs Elys es,Paris,48.874853,2.3245798,0.7606837606837609,0.027114967462039046,0.022553677753052264,0.28168889933595814,0.35665528035417227,0.2308051640882603,0.4643795177799921,0.5985149999068721,0.06410256410256411,0.0,0.0,0.23076923076923078,0.26755852842809363,0.3846153846153846,48.8535,2.3484,2.9450925194291866,0.5418502202643172,54.2,0.9162995594713657,0.4581497797356828,0.02230310413692474,0.4435151316997586,0.7863436123348018
444,H tel Montmartre Mon Amour,Paris,48.886687,2.3449332,0.48798798798798826,0.014099783080260305,0.027124556444337523,0.1925133689839572,0.3261478610550067,0.0931745074172527,0.4386078569964743,0.28868459489646875,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,3.6989272258973513,0.7158590308370044,71.6,0.5682819383259912,0.2841409691629956,0.026763205427172032,0.3055601732806402,0.11233480176211454
445,H tel Original Paris,Paris,48.8546989,2.3691899,0.8108108108108107,0.004338394793926247,0.006315029770854634,0.5225362872421697,0.43172516694870533,0.15768829845515647,0.1199628605723989,0.6120113411805138,0.33333333333333337,0.0,0.0,0.0,0.4782608695652174,0.5,48.8535,2.3484,1.5269008391572945,0.1696035242290749,17.0,0.33920704845814975,0.8303964757709251,0.0062951735217096185,0.4412034379584299,0.7709251101321586
446,H tel Paris Bastille Boutet MGallery by Sofitel,Paris,48.8519215,2.3839993,0.817117117117117,0.009761388286334056,0.020328381548084442,0.4042780748663102,0.24770898628670213,0.14264701807042712,0.41199168545246956,0.30889251653922156,0.33333333333333337,0.0,0.30000000000000004,0.0,0.4782608695652174,0.65,48.8535,2.3484,2.6105629803964647,0.4669603524229075,46.7,0.933920704845815,0.5330396475770924,0.020124518177951096,0.4234126725238955,0.6960352422907489
447,H tel Pont Royal,Paris,48.8565629,2.3273623,0.6636636636636639,0.007592190889370933,0.012389486979010045,0.1925133689839572,0.41581964081008793,0.09752317691623907,0.17258541440993067,0.3139444969499098,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,1.5764018308712937,0.17400881057268722,17.4,0.3480176211453745,0.8259911894273128,0.012313365378702259,0.33122747020348503,0.20484581497797358
448,H tel Powers,Paris,48.8691409,2.3031503,0.7123005358299477,0.05422993492407809,0.054910687436097914,0.19346829640947288,0.3186790333599657,0.17684420330412676,0.3394306890636125,0.3684716651971773,0.032679738562091505,0.0,0.0,0.1764705882352941,0.24296675191815856,0.4117647058823529,48.8535,2.3484,3.739248730547922,0.724669603524229,72.5,0.5506607929515419,0.27533039647577096,0.05345610688579461,0.36769695934475244,0.381057268722467
449,H tel R de Paris Boutique Hotel,Paris,48.8799239,2.3288332,0.8437132784958872,0.02386117136659436,0.029470138930654956,0.2195683879013337,0.2899301411750117,0.3834855248942102,0.44610933214376913,0.3598400015274317,0.07246376811594203,0.0,0.0,0.0,0.2741020793950851,0.5,48.8535,2.3484,3.2682470143503135,0.6079295154185022,60.8,0.7841409691629957,0.39207048458149785,0.02904424165528485,0.4630348530820765,0.8920704845814978
450,H tel Raphael,Paris,48.8713239,2.2937849,0.7664330997664333,0.01843817787418655,0.014374210621278645,0.1925133689839572,0.2934972190379145,0.10253693704448219,0.3258434093548419,0.21458888220637512,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,4.459773245000285,0.8480176211453745,84.8,0.303964757709251,0.1519823788546255,0.014271881094207456,0.3635333348579428,0.3656387665198238
451,H tel Recamier,Paris,48.8503493,2.3344305,0.6246246246246245,0.0065075921908893716,0.007277320021651531,0.1925133689839572,0.37316520188511015,0.09752317691623907,0.04347571508036421,0.230947675917175,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,1.0804827829189783,0.11674008810572688,11.7,0.23348017621145378,0.8832599118942731,0.007250968098654521,0.2878372974605694,0.07268722466960352
452,H tel Regent s Garden,Paris,48.8797513,2.2919634,0.7832207207207209,0.016268980477223426,0.030612858603476276,0.1925133689839572,0.3161326228788972,0.31743982359137896,0.3436584738367683,0.28868459489646875,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,5.055861770573041,0.9405286343612335,94.1,0.11894273127753308,0.05947136563876654,0.030153633647150582,0.41235633782401315,0.6277533039647577
453,H tel Regina,Paris,48.8637503,2.3320406,0.8221056877773296,0.07158351409978309,0.07734407890780057,0.24897235192012962,0.4016810707282681,0.14524272561550386,0.49400043368295565,0.47150236228361364,0.04975124378109453,0.05970149253731343,0.0,0.04477611940298507,0.23685918234912395,0.47761194029850745,48.8535,2.3484,1.6527110668047502,0.19162995594713655,19.2,0.3832599118942731,0.8083700440528634,0.07449882617472268,0.4487700114422835,0.8237885462555066
454,H tel Regina Op ra Grands Boulevards,Paris,48.8708508,2.3515882,0.5375375375375377,0.00542299349240781,0.014674926324652674,0.21302570615022867,0.2667405168742578,0.351081705699076,0.20657773684971625,0.04780208650644252,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,1.943366271105011,0.2709251101321586,27.1,0.5418502202643172,0.7290748898678414,0.014568291565595425,0.2969385940183933,0.0947136563876652
455,H tel Saint Marc,Paris,48.8708863,2.3382128,0.9071571571571575,0.011930585683297181,0.020087808985385217,0.2784932154680054,0.40113812690656403,0.37862329211205487,0.5145747666080249,0.3728842684079388,0.1388888888888889,0.0,0.0,0.25,0.32608695652173914,0.375,48.8535,2.3484,2.071924590515426,0.31718061674008813,31.7,0.6343612334801763,0.6828193832599119,0.01988871083145961,0.49788398149183705,0.9691629955947136
456,H tel Saint Paul Rive Gauche,Paris,48.8496819,2.3402806,0.8258258258258262,0.0065075921908893716,0.005533168942082156,0.1925133689839572,0.3067749112942846,0.09752317691623907,0.4000322878807524,0.6158604691124667,0.23809523809523808,0.0,0.0,0.0,0.40372670807453415,0.5,48.8535,2.3484,0.730186740307862,0.05506607929515418,5.5,0.11013215859030834,0.9449339207048458,0.005517917197266622,0.4336200465465041,0.751101321585903
457,H tel San R gis,Paris,48.8665788,2.3084447,0.8318318318318318,0.015184381778741865,0.014073494917904612,0.1925133689839572,0.30886091226878387,0.09752317691623907,0.3829489318929259,0.3572204561292971,0.11111111111111112,0.0,0.0,0.0,0.30434782608695654,0.5,48.8535,2.3484,3.264743008109262,0.6057268722466961,60.6,0.7885462555066078,0.3942731277533039,0.013975382737601192,0.40678107047224804,0.5903083700440529
458,H tel Square Louvois,Paris,48.8684165,2.336869,0.8813813813813813,0.014099783080260305,0.016659649966921274,0.31961615815157235,0.3164710418621658,0.20213425877567898,0.5727888368217271,0.4201391872153965,0.35714285714285715,0.0,0.0,0.0,0.49689440993788814,0.5,48.8535,2.3484,1.86081672755581,0.24008810572687225,24.0,0.48017621145374445,0.7599118942731278,0.016522400255513204,0.4854493974641631,0.9581497797356828
459,H tel Th r se,Paris,48.8816306,2.2992146,0.8046796796796796,0.024945770065075923,0.028026703554459614,0.24196391843450665,0.38579829786115605,0.26078940239737625,0.5113779001638739,0.39791685361794477,0.06944444444444445,0.0,0.0,0.0,0.2717391304347826,0.5,48.8535,2.3484,4.76730327509497,0.8986784140969163,89.9,0.20264317180616742,0.10132158590308371,0.02764114291588865,0.4584148491336577,0.8788546255506607
460,H tel Thoumieux,Paris,48.8595985,2.3088076,0.8271604938271604,0.008676789587852495,0.005052023816683707,0.3789152024446142,0.4027004816560288,0.2332752089599645,0.2787252003005729,0.4360562985874439,0.18518518518518517,0.0,0.0,0.0,0.36231884057971014,0.5,48.8535,2.3484,2.97491136610129,0.552863436123348,55.3,0.894273127753304,0.447136563876652,0.0050393051630032056,0.4464634425478872,0.8171806167400881
461,H tel Vernet,Paris,48.871859,2.2978177,0.6984291984291984,0.027114967462039046,0.025861550490166595,0.2516601046012811,0.36325000096494175,0.1935566244635139,0.2499322851227293,0.3659952042115458,0.12820512820512822,0.0,0.0,0.0,0.3177257525083612,0.5,48.8535,2.3484,4.225948211934887,0.8303964757709251,83.0,0.33920704845814975,0.16960352422907488,0.025532796600493537,0.3728659871144482,0.40969162995594716
462,H tel Victor Hugo Paris Kl ber,Paris,48.8690198,2.2891278,0.5795795795795797,0.011930585683297181,0.011607626150237565,0.23648247177658943,0.3863150247432504,0.1452931692492221,0.26077703285157106,0.6044333705644815,0.1388888888888889,0.3333333333333333,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,4.666766458914784,0.8832599118942731,88.3,0.23348017621145378,0.11674008810572689,0.011540774486559621,0.3569304521730971,0.33480176211453744
463,H tel Waldorf Trocad ro,Paris,48.8672694,2.2878666,0.7109609609609611,0.020607375271149673,0.01774222649906778,0.3248728582342028,0.23919747802827665,0.33126140275419014,0.4115335183012381,0.35336678408798006,0.33333333333333337,0.0,0.0,0.30000000000000004,0.4782608695652174,0.35,48.8535,2.3484,4.6855200001785136,0.8854625550660793,88.5,0.2290748898678414,0.1145374449339207,0.017586670444066768,0.4005719049594452,0.5704845814977973
464,H tel Westminster,Paris,48.8693409,2.3310263,0.7301727957465665,0.06507592190889372,0.08005052023816683,0.231036336186593,0.42958983909029325,0.14973827676237464,0.459831028552511,0.41628132663078765,0.0819672131147541,0.0,0.0,0.09836065573770492,0.2815395580898076,0.45081967213114754,48.8535,2.3484,2.172077418053332,0.3436123348017621,34.4,0.6872246696035242,0.6563876651982379,0.0770078180403745,0.40940956102306625,0.6101321585903083
465,H tel de Banville,Paris,48.8864673,2.2948911,0.7239848544196372,0.02386117136659436,0.027064413303662715,0.19490483940611816,0.29769118474539547,0.20114171195133468,0.41302583131299897,0.388158751623415,0.0,0.0,0.2608695652173913,0.13043478260869565,0.21739130434782608,0.5652173913043478,48.8535,2.3484,5.362362487242415,0.9713656387665198,97.1,0.05726872246696035,0.028634361233480177,0.026704648846859587,0.3895390938202563,0.4889867841409692
466,H tel de Jos phine BONAPARTE,Paris,48.8555319,2.3621212,0.8812312312312311,0.020607375271149673,0.01184819871293679,0.24565508021390373,0.4407782679681801,0.17932849747332094,0.582941515160387,0.4244144685969585,0.08333333333333334,0.0,0.0,0.15000000000000002,0.2826086956521739,0.425,48.8535,2.3484,1.0289989457645343,0.11013215859030837,11.0,0.22026431718061668,0.8898678414096917,0.011778558342156284,0.4817057250252219,0.9537444933920705
467,H tel de La Tamise Esprit de France,Paris,48.8648656,2.3295756,0.9312039312039315,0.010845986984815618,0.007397606303001143,0.17082625687389907,0.2801943006681257,0.24833344605508428,0.6482778719655495,0.28868459489646875,0.0,0.0,0.0,0.0,0.21739130434782608,0.5,48.8535,2.3484,1.869133656708437,0.2422907488986784,24.2,0.4845814977973568,0.7577092511013216,0.0073703782128330675,0.48745487339748217,0.9625550660792952
468,H tel de Lille,Paris,48.8585626,2.3299138,0.8146328146328146,0.022776572668112796,0.029470138930654956,0.3548217455755678,0.5509097861684098,0.21428160702053045,0.3837793503954041,0.30400792608886085,0.30303030303030304,0.0,0.2727272727272727,0.0,0.4545454545454546,0.6363636363636364,48.8535,2.3484,1.4649477810788845,0.16079295154185022,16.1,0.3215859030837005,0.8392070484581498,0.02904424165528485,0.4536207217027541,0.8480176211453745
469,H tel de Varenne,Paris,48.8570275,2.3170282,0.6883942766295708,0.01735357917570499,0.01635893426354724,0.3234507706826046,0.350844535705896,0.09346792975368949,0.31074509594561983,0.3856453261927222,0.19607843137254902,0.0,0.0,0.0,0.37084398976982097,0.5,48.8535,2.3484,2.328504190603592,0.3920704845814978,39.2,0.7841409691629956,0.6079295154185023,0.01622656852244423,0.3723329716757677,0.4052863436123348
470,H tel de la Bourdonnais,Paris,48.8550466,2.304583,0.7331731731731732,0.08026030368763558,0.07782522403319901,0.2522610162946297,0.34461514274796656,0.2029509434260654,0.30774259534092074,0.3099702723601684,0.08888888888888889,0.0,0.04,0.0,0.28695652173913044,0.52,48.8535,2.3484,3.2104206784317495,0.5969162995594713,59.7,0.8061674008810573,0.40308370044052866,0.07494532950300924,0.3834933594321259,0.45374449339207046
471,H tel des Academies et des Arts,Paris,48.8420669,2.3304091,0.7845345345345345,0.007592190889370933,0.010344620196066637,0.4292398777692895,0.23700133740924723,0.13695431125815108,0.35140307989577546,0.28868459489646875,0.4166666666666667,0.0,0.0,0.0,0.5434782608695652,0.5,48.8535,2.3484,1.830096227600281,0.23127753303964757,23.1,0.4625550660792952,0.7687224669603524,0.010291480769834804,0.4035919760024581,0.5770925110132159
472,H tel des Champs Elys es,Paris,48.8722884,2.3090359,0.6371107950055319,0.04013015184381779,0.042821916160461895,0.21861605886373686,0.3983480884097902,0.22084518343901893,0.40875226789749985,0.5347154078167323,0.08771929824561403,0.0,0.0,0.15789473684210525,0.2860411899313501,0.42105263157894735,48.8535,2.3484,3.557571440771535,0.6674008810572687,66.7,0.6651982378854626,0.3325991189427313,0.04193041950429343,0.39074955389384336,0.4955947136563877
473,H tel des Ducs D Anjou,Paris,48.8598229,2.347111,0.5941325941325941,0.027114967462039046,0.030612858603476276,0.18802639876523974,0.37415808294320585,0.14197415493233734,0.2886107292466165,0.2809123173415638,0.12820512820512822,0.0,0.11538461538461539,0.34615384615384615,0.3177257525083612,0.3846153846153846,48.8535,2.3484,0.7093706733911039,0.048458149779735685,4.8,0.09691629955947134,0.9515418502202643,0.030153633647150582,0.30832181678157244,0.12334801762114538
474,H tel du Minist re,Paris,48.8712877,2.3191903,0.761761761761762,0.041214750542299346,0.05448968545137427,0.3145087094666926,0.36118722159005767,0.20272643430800702,0.38964847634812805,0.37077727752757106,0.17094017094017094,0.0,0.0,0.07692307692307693,0.3511705685618729,0.46153846153846156,48.8535,2.3484,2.911659275068706,0.5308370044052864,53.1,0.9383259911894273,0.46916299559471364,0.053056939429748914,0.4155330851677396,0.6475770925110133
475,H10 Art Gallery 4 Sup,Barcelona,41.392018,2.157066,0.8036636636636638,0.05314533622559653,0.09923618211342997,0.3100240096038415,0.3291088184095444,0.31411283944669577,0.27532204233392865,0.3893284646447289,0.13333333333333333,0.24,0.06,0.12,0.2434782608695652,0.47,41.3825,2.1769,1.9641731725436313,0.5673076923076923,56.7,0.8653846153846154,0.4326923076923077,0.09461555871406273,0.4216296826963011,0.7307692307692307
